"","Company","Specific_Bean_Origin_or_Bar_Name","REF","Review_Date","Cocoa_Percentage","Company_Location","Rating","Broad_Bean_Origin","Gorzka"
"572","Domori","Java, Javablond",192,2007,70,"Italy",3.75,"Indonesia","Tak"
"573","Domori","Ecuador",192,2007,70,"Italy",4,"Ecuador","Tak"
"574","Domori","Ocumare 67, Puertofino",192,2007,70,"Italy",4,"Venezuela","Tak"
"575","Domori","Sur del Lago Classificado",87,2006,70,"Italy",3,"Venezuela","Tak"
"576","Domori","Apurimac",87,2006,70,"Italy",3.25,"Peru","Tak"
"577","Domori","Carenero Superior",87,2006,70,"Italy",3.5,"Venezuela","Tak"
"578","Dormouse","Non Pariel Estate",1880,2016,75,"U.K.",2.75,"Grenada","Tak"
"579","Dormouse","Rio Caribe, Batch 7",1672,2015,70,"U.K.",2.5,"Venezuela","Tak"
"580","Dormouse","Colombia, Batch 9",1676,2015,80,"U.K.",2.75,"Colombia","Tak"
"581","Dormouse","Madagascar, Batch 8",1676,2015,77,"U.K.",2.75,"Madagascar","Tak"
"582","Duffy's","Rio Dulce, Xoco",1662,2015,70,"U.K.",4,"Guatemala","Tak"
"583","Duffy's","Chuno, Xoco",1331,2014,70,"U.K.",3.5,"Nicaragua","Tak"
"584","Duffy's","Rico Rugoso, Xoco",1331,2014,76,"U.K.",3.75,"Nicaragua","Tak"
"585","Duffy's","Ocumare",923,2012,72,"U.K.",3.75,"Venezuela","Tak"
"586","Duffy's","Indio Rojo, Xoco",623,2011,72,"U.K.",3.75,"Honduras","Tak"
"587","Duffy's","Dominican Republic",661,2011,65,"U.K.",3.5,"Dominican Republic","Nie"
"588","Duffy's","Bocas del Toro, Tierra Oscura",697,2011,72,"U.K.",3,"Panama","Tak"
"589","Duffy's","Nicaliso, Xoco",697,2011,71,"U.K.",3.25,"Nicaragua","Tak"
"590","Duffy's","Ocumare",765,2011,71,"U.K.",3.5,"Venezuela","Tak"
"591","Duffy's","Panama",516,2010,70,"U.K.",3.5,"Panama","Tak"
"592","Duffy's","Corazon del Ecuador, Calceta beans",516,2010,72,"U.K.",3.75,"Ecuador","Tak"
"593","Duffy's","Star of Ecuador",523,2010,70,"U.K.",2.5,"Ecuador","Tak"
"594","Duffy's","Star of Peru",523,2010,70,"U.K.",3.75,"Peru","Tak"
"595","Dulcinea","Dominican Republic",1506,2015,70,"U.S.A.",3.25,"Dominican Republic","Tak"
"596","Durand","Madagascar",841,2012,82,"France",2.75,"Madagascar","Tak"
"597","Durci","Maranon, Joya Rara",1626,2015,70,"U.S.A.",3.5,"Peru","Tak"
"598","Durci","Rio Caribe, Tepui Treasure",1626,2015,70,"U.S.A.",3.5,"Venezuela","Tak"
"599","Durci","Taino Secret",1630,2015,70,"U.S.A.",3.25,"Domincan Republic","Tak"
"600","Durci","Carenero, Empyrean Sabor",1630,2015,70,"U.S.A.",3.25,"Venezuela","Tak"
"601","Durci","Corona Arriba",1630,2015,70,"U.S.A.",4,"Ecuador","Tak"
"602","East Van Roasters","Peru",1343,2014,70,"Canada",3.25,"Peru","Tak"
"603","East Van Roasters","Madagascar",1343,2014,70,"Canada",3.5,"Madagascar","Tak"
"604","East Van Roasters","Dominican Republic",1343,2014,70,"Canada",3.75,"Dominican Republic","Tak"
"605","Eau de Rose","Tumaco",1812,2016,70,"Canada",3.25,"Colombia","Tak"
"606","Eau de Rose","Arauca",1812,2016,70,"Canada",3.25,"Colombia","Tak"
"607","Eclat (Felchlin)","Maranon, Good & Evil, w/ nibs",919,2012,72,"U.S.A.",2.75,"Peru","Tak"
"608","Edelmond","Porcelana",1876,2016,68,"Germany",3,"Venezuela","Nie"
"609","El Ceibo","Alto Beni, Covendo Region",709,2011,75,"Bolivia",3.75,"Bolivia","Tak"
"610","El Ceibo","Alto Beni",252,2008,71,"Bolivia",2.75,"Bolivia","Tak"
"611","El Rey","San Joaquin",1662,2015,70,"Venezuela",3.75,"Venezuela","Tak"
"612","El Rey","Rio Caribe, Cariaco",439,2009,60.5,"Venezuela",2.75,"Venezuela","Nie"
"613","El Rey","Rio Caribe, Macuro",439,2009,70,"Venezuela",3,"Venezuela","Tak"
"614","El Rey","Carenero Superior, Apamate",206,2008,74,"Venezuela",2.5,"Venezuela","Tak"
"615","El Rey","Carenero Superior, Bucare",206,2008,58,"Venezuela",2.5,"Venezuela","Nie"
"616","El Rey","Carenero Superior, Mijao",206,2008,61,"Venezuela",3,"Venezuela","Nie"
"617","El Rey","Carenero Superior, Gran Saman",32,2006,70,"Venezuela",2.75,"Venezuela","Tak"
"618","Emerald Estate","Emerald Estate",1137,2013,60,"St. Lucia",2.75,"St. Lucia","Nie"
"619","Emerald Estate","Emerald Estate",1137,2013,70,"St. Lucia",3.25,"St. Lucia","Tak"
"620","Emily's","Patanemo",1450,2015,79,"Japan",3,"Venezuela","Tak"
"621","Emily's","Peru",1454,2015,78,"Japan",3.5,"Peru","Tak"
"622","ENNA","Wampusirpi, batch 007",1916,2016,75,"U.S.A.",3.25,"Honduras","Tak"
"623","Enric Rovira (Claudio Corallo)","Terreiro Velho P.",565,2010,80,"Spain",3.25,"Sao Tome & Principe","Tak"
"624","Erithaj (A. Morin)","Ben Tre",1205,2014,70,"France",3.25,"Vietnam","Tak"
"625","Erithaj (A. Morin)","Ham Luong",1209,2014,80,"France",3,"Vietnam","Tak"
"626","Erithaj (A. Morin)","Ba Lai",1209,2014,74,"France",3.25,"Vietnam","Tak"
"627","Escazu","Rio Caribe",903,2012,70,"U.S.A.",2.75,"Venezuela","Tak"
"628","Escazu","Guapiles",414,2009,65,"U.S.A.",2,"Costa Rica","Nie"
"629","Escazu","Carenero Superior",423,2009,81,"U.S.A.",3.5,"Venezuela","Tak"
"630","Escazu","Carenero, Guapiles, Ocumare blend",431,2009,74,"U.S.A.",2.75,"Cost Rica, Ven","Tak"
"631","Escazu","Ocumare",252,2008,72,"U.S.A.",3,"Venezuela","Tak"
"632","Ethel's Artisan (Mars)","Peru, Madagascar",666,2011,55,"U.S.A.",2.5,"Peru, Madagascar","Nie"
"633","Ethel's Artisan (Mars)","Trinidad",666,2011,55,"U.S.A.",2.5,"Trinidad","Nie"
"634","Ethel's Artisan (Mars)","Porcelana",666,2011,70,"U.S.A.",2.5,"Venezuela","Tak"
"635","Ethel's Artisan (Mars)","Red Vanilla",666,2011,62,"U.S.A.",2.75," ","Nie"
"636","Ethel's Artisan (Mars)","Venezuela, Trinidad",672,2011,62,"U.S.A.",2.5,"Venezuela, Trinidad","Nie"
"637","Ethereal","Belize",1275,2014,80,"U.S.A.",3,"Belize","Tak"
"638","Ethereal","Ecuador",1275,2014,80,"U.S.A.",3.5,"Ecuador","Tak"
"639","Ethereal","Dominican Republic",1275,2014,80,"U.S.A.",3.75,"Dominican Republic","Tak"
"640","Fearless (AMMA)","Monte Alegre, D. Badaro, Raw, Organic",565,2010,75,"U.S.A.",2.75,"Brazil","Tak"
"641","Feitoria Cacao","Blue Mountain",1732,2016,76,"Portugal",3,"Jamaica","Tak"
"642","Feitoria Cacao","Cuyagua",1736,2016,76,"Portugal",2.5,"Venezuela","Tak"
"643","Feitoria Cacao","Maya Mountain",1736,2016,76,"Portugal",2.75,"Belize","Tak"
"644","Felchlin","Grenada",494,2010,58,"Switzerland",3.5,"Grenada","Nie"
"645","Felchlin","Supremo- SF",105,2006,62,"Switzerland",2," ","Nie"
"646","Felchlin","Elvesia P.",105,2006,74,"Switzerland",3,"Dominican Republic","Tak"
"647","Felchlin","Madagascar, Grand Cru",48,2006,64,"Switzerland",3,"Madagascar","Nie"
"648","Felchlin","Maracaibo Clasificado",48,2006,65,"Switzerland",3,"Venezuela","Nie"
"649","Felchlin","Arriba",48,2006,72,"Switzerland",3.5,"Ecuador","Tak"
"650","Felchlin","Alto Beni, Cru Savage",56,2006,68,"Switzerland",4,"Bolivia","Nie"
"651","Finca","Puerto Rico",1283,2014,65,"U.S.A.",2.25,"Puerto Rico","Nie"
"652","Finca","Dominican Republic",1283,2014,80,"U.S.A.",3,"Dominican Republic","Tak"
"653","Finca","Dominican Republic",1283,2014,70,"U.S.A.",3.25,"Dominican Republic","Tak"
"654","Finca","Dominican Republic",1287,2014,85,"U.S.A.",2.5,"Dominican Republic","Tak"
"655","Forever Cacao","Rio Eni",1267,2014,72,"U.K.",2.75,"Peru","Tak"
"656","Forteza (Cortes)","Dominican Republic",1776,2016,70,"Puerto Rico",2.75,"Domincan Republic","Tak"
"657","Forteza (Cortes)","Puerto Rico",1776,2016,80,"Puerto Rico",2.75,"Domincan Republic","Tak"
"658","Fossa","Akesson's E., Sambirano V.",1772,2016,70,"Singapore",2.75,"Madagascar","Tak"
"659","Fossa","Camino Verde P., Balao, Guayas",1776,2016,75,"Singapore",3.5,"Ecuador","Tak"
"660","Fossa","Kokoa Kamili Coop, Kilombero",1776,2016,67,"Singapore",3.75,"Tanzania","Nie"
"661","Franceschi","Choroni",1355,2014,70,"Venezuela",3.5,"Venezuela","Tak"
"662","Franceschi","Ocumare",1355,2014,70,"Venezuela",3.75,"Venezuela","Tak"
"663","Franceschi","Canoabo",911,2012,70,"Venezuela",3.75,"Venezuela","Tak"
"664","Franceschi","Sur del Lago",915,2012,60,"Venezuela",3.5,"Venezuela","Nie"
"665","Frederic Blondeel","Costa Rica",1538,2015,70,"Belgium",3.5,"Costa Rica","Tak"
"666","Frederic Blondeel","Peru Brutus",1538,2015,75,"Belgium",3.5,"Peru","Tak"
"667","Frederic Blondeel","Vietnam",1542,2015,80,"Belgium",3,"Vietnam","Tak"
"668","Frederic Blondeel","Ghana",1351,2014,60,"Belgium",3.5,"Ghana","Nie"
"669","Frederic Blondeel","Madagascar",1351,2014,65,"Belgium",3.5,"Madagascar","Nie"
"670","French Broad","Norandino, batch 161208",1940,2017,70,"U.S.A.",3.5,"Peru","Tak"
"671","French Broad","Guatemala",1634,2015,73,"U.S.A.",3.5,"Guatemala","Tak"
"672","French Broad","San Andres",1209,2014,80,"U.S.A.",3,"Costa Rica","Tak"
"673","French Broad","Matagalpa",1295,2014,68,"U.S.A.",3.25,"Nicaragua","Nie"
"674","French Broad","Palo Blanco, Chulucanas",1042,2013,66,"U.S.A.",3.5,"Peru","Nie"
"675","French Broad","Tumbes Coop",883,2012,70,"U.S.A.",2.5,"Peru","Tak"
"676","French Broad","Palo Blanco, Chulucanas",883,2012,61,"U.S.A.",3.5,"Peru","Nie"
"677","French Broad","Palo Blanco w/ panela, Chulucanas",887,2012,81,"U.S.A.",2,"Peru","Tak"
"678","French Broad","Maranon Canyon, Fortunato No. 4",781,2011,70,"U.S.A.",3.5,"Peru","Tak"
"679","French Broad","La Red",785,2011,65,"U.S.A.",3.5,"Dominican Republic","Nie"
"680","Fresco","Maranon, #228, MR, SC",1383,2014,70,"U.S.A.",3,"Peru","Tak"
"681","Fresco","Maranon, #227, LR, MC",1383,2014,70,"U.S.A.",3.5,"Peru","Tak"
"682","Fresco","Maranon, #229, MR, LC",1383,2014,70,"U.S.A.",3.5,"Peru","Tak"
"683","Fresco","Maranon, #230, DR, LC",1387,2014,70,"U.S.A.",3.5,"Peru","Tak"
"684","Fresco","Conacado, #223, MR, SC",1030,2013,72,"U.S.A.",3.25,"Dominican Republic","Tak"
"685","Fresco","Conacado, #224, MR, MC",1081,2013,72,"U.S.A.",3.75,"Dominican Republic","Tak"
"686","Fresco","San Martin, Bellavista Coop, #226, DR, MC",1117,2013,70,"U.S.A.",3.75,"Peru","Tak"
"687","Fresco","Bellavista Coop, #225, LR, MC, CG Exclusive",1149,2013,70,"U.S.A.",4,"Peru","Tak"
"688","Fresco","Markham Valley, #219, LR, MC",899,2012,69,"U.S.A.",3.5,"Papua New Guinea","Nie"
"689","Fresco","Markham Valley, #221, DR, MC",899,2012,69,"U.S.A.",3.5,"Papua New Guinea","Nie"
"690","Fresco","Sambirano Valley, #216, MR, LC",915,2012,74,"U.S.A.",4,"Madagascar","Tak"
"691","Fresco","Markham Valley, #220, MR, MC",927,2012,69,"U.S.A.",4,"Papua New Guinea","Nie"
"692","Fresco","Markham Valley, #222, LR, 0C",931,2012,69,"U.S.A.",3,"Papua New Guinea","Nie"
"693","Fresco","Ghana, #211, MR, MC",636,2011,74,"U.S.A.",2.75,"Ghana","Tak"
"694","Fresco","Jamaica, #209, DR, SC",642,2011,70,"U.S.A.",3.25,"Jamaica","Tak"
"695","Fresco","Conacado, #212, LR, SC",642,2011,72,"U.S.A.",3.5,"Dominican Republic","Tak"
"696","Fresco","Jamaica, #210, DR, MC",642,2011,70,"U.S.A.",3.5,"Jamaica","Tak"
"697","Fresco","Sambirano Valley, #214, LR, MC",682,2011,74,"U.S.A.",2.75,"Madagascar","Tak"
"698","Fresco","Conacado, #213, DR, -C",682,2011,72,"U.S.A.",3.25,"Dominican Republic","Tak"
"699","Fresco","Sambirano Valley, #215, MR, MC",688,2011,74,"U.S.A.",3,"Madagascar","Tak"
"700","Fresco","Chuao, #218, MR, MC",745,2011,76,"U.S.A.",3.25,"Venezuela","Tak"
"701","Fresco","Chuao, #217, DR, MC",745,2011,70,"U.S.A.",4,"Venezuela","Tak"
"702","Fresco","Jamaica, #204, DR, SC",370,2009,80,"U.S.A.",2.75,"Jamaica","Tak"
"703","Fresco","Jamaica, #206, DR, LC",370,2009,70,"U.S.A.",3,"Jamaica","Tak"
"704","Fresco","Jamaica, #205, DR, MC",370,2009,70,"U.S.A.",3.25,"Jamaica","Tak"
"705","Fresco","Carenero Superior, #203, MR, SC",370,2009,65,"U.S.A.",3.5,"Venezuela","Nie"
"706","Friis Holm","Rugoso, Bad Fermentation",1912,2016,70,"Denmark",3.5,"Nicaragua","Tak"
"707","Friis Holm (Bonnat)","La Dalia",1680,2015,60,"Denmark",3,"Nicaragua","Nie"
"708","Friis Holm (Bonnat)","La Dalia",1680,2015,85,"Denmark",3.25,"Nicaragua","Tak"
"709","Friis Holm (Bonnat)","La Dalia",1259,2014,70,"Denmark",3.5,"Nicaragua","Tak"
"710","Friis Holm (Bonnat)","Barba, Xoco",1034,2013,70,"Denmark",3.25,"Nicaragua","Tak"
"711","Friis Holm (Bonnat)","Medagla, Xoco",1034,2013,70,"Denmark",3.5,"Nicaragua","Tak"
"712","Friis Holm (Bonnat)","Chuno, triple turned, Xoco",895,2012,70,"Denmark",3.25,"Nicaragua","Tak"
"713","Friis Holm (Bonnat)","Red Mayan, Xoco",899,2012,70,"Denmark",3.25,"Honduras","Tak"
"714","Friis Holm (Bonnat)","Chuno, double turned, Xoco",899,2012,70,"Denmark",3.25,"Nicaragua","Tak"
"715","Friis Holm (Bonnat)","Rugoso, Xoco",923,2012,70,"Denmark",3.75,"Nicaragua","Tak"
"716","Friis Holm (Bonnat)","Johe, Xoco",623,2011,70,"Denmark",3.25,"Nicaragua","Tak"
"717","Friis Holm (Bonnat)","Chuno, Xoco",623,2011,70,"Denmark",3.5,"Nicaragua","Tak"
"718","Friis Holm (Bonnat)","Nicaliso, Xoco",623,2011,70,"Denmark",3.5,"Nicaragua","Tak"
"719","Fruition","Wild Bolivian, Batch 2",1780,2016,74,"U.S.A.",3.75,"Bolivia","Tak"
"720","Fruition","Coto Brus, Heirloom, Batch 1",1780,2016,74,"U.S.A.",4,"Costa Rica","Tak"
"721","Fruition","Gran Couva",1347,2014,70,"U.S.A.",3.75,"Trinidad","Tak"
"722","Fruition","Maranon",1359,2014,76,"U.S.A.",3,"Peru","Tak"
"723","Fruition","La Red",1046,2013,70,"U.S.A.",3.75,"Dominican Republic","Tak"
"724","Fruition","Camino Verde",1185,2013,75,"U.S.A.",3,"Ecuador","Tak"
"725","Fruition","Peru",863,2012,70,"U.S.A.",2.5,"Peru","Tak"
"726","Fruition","Signature Blend",753,2011,66,"U.S.A.",3.25,"Costa Rica","Nie"
"727","Fruition","Costa Rica",781,2011,70,"U.S.A.",3,"Costa Rica","Tak"
"728","Garden Island","Kaua'I, Alea Estate +world",1367,2014,85,"U.S.A.",2.5,"Hawaii","Tak"
"729","Georgia Ramon","Akesson P.",1642,2015,65,"Germany",3.25,"Madagascar","Nie"
"730","Georgia Ramon","ABOCFA Coop",1642,2015,70,"Germany",4,"Ghana","Tak"
"731","Georgia Ramon","Conacado Coop",1646,2015,70,"Germany",3.5,"Domincan Republic","Tak"
"732","Georgia Ramon","Conacado Coop",1646,2015,80,"Germany",3.5,"Domincan Republic","Tak"
"733","Georgia Ramon","Akesson P.",1646,2015,75,"Germany",3.5,"Madagascar","Tak"
"734","Glennmade","Toledo District, 2015 Harvest",1848,2016,70,"U.S.A.",3.5,"Belize","Tak"
"735","Glennmade","Bahia",1672,2015,66,"U.S.A.",3,"Brazil","Nie"
"736","Goodnow Farms","Almendra Blanca, batch 1004",1924,2016,77,"U.S.A.",2.75,"Mexico","Tak"
"737","Goodnow Farms","El Carmen, batch 1003",1924,2016,77,"U.S.A.",3.25,"Nicaragua","Tak"
"738","Goodnow Farms","Asochivite, batch 1005",1924,2016,77,"U.S.A.",3.25,"Guatemala","Tak"
"739","Grand Place","Ben Tre, Dong Nai",741,2011,72,"Vietnam",3,"Vietnam","Tak"
"740","Green & Black's (ICAM)","Dark",15,2006,70,"U.K.",2.5," ","Tak"
"741","Green Bean to Bar","Madagascar",1896,2016,70,"Japan",3.5,"Madagascar","Tak"
"742","Grenada Chocolate Co.","Grenada",494,2010,82,"Grenada",3.25,"Grenada","Tak"
"743","Grenada Chocolate Co.","Grenada",363,2009,60,"Grenada",2.75,"Grenada","Nie"
"744","Grenada Chocolate Co.","Grenada",241,2008,71,"Grenada",2.5,"Grenada","Tak"
"745","Guido Castagna","Arriba",355,2009,64,"Italy",3,"Ecuador","Nie"
"746","Guido Castagna","Ghana",355,2009,64,"Italy",3,"Ghana","Nie"
"747","Guido Castagna","Trinidad & Tobago",355,2009,64,"Italy",3,"Trinidad, Tobago","Nie"
"748","Guido Castagna","Lacri Blend",355,2009,76,"Italy",3,"Venezuela","Tak"
"749","Guido Castagna","Blend",355,2009,64,"Italy",3.25,"Ven, Trinidad, Ecuador","Nie"
"750","Guittard","Epique, Blend No. 49",1602,2015,70,"U.S.A.",3.75," ","Tak"
"751","Guittard","Haiti",1053,2013,65,"U.S.A.",2.75,"Haiti","Nie"
"752","Guittard","Nicaragua",1053,2013,65,"U.S.A.",2.75,"Nicaragua","Nie"
"753","Guittard","Jamaica",1053,2013,65,"U.S.A.",3.25,"Jamaica","Nie"
"754","Guittard","Ecuador",1053,2013,65,"U.S.A.",3.5,"Ecuador","Nie"
"755","Guittard","Coucher du Soleil",654,2011,72,"U.S.A.",2.75," ","Tak"
"756","Guittard","Lever du Soleil",654,2011,61,"U.S.A.",3.25," ","Nie"
"757","Guittard","Onyx",654,2011,72,"U.S.A.",3.25," ","Tak"
"758","Guittard","Trinidad",552,2010,65,"U.S.A.",3,"Trinidad","Nie"
"759","Guittard","O'ahu, N. Shore, Waialua E., Kakoleka",316,2009,55,"U.S.A.",3,"Hawaii","Nie"
"760","Guittard","Nocturne",387,2009,91,"U.S.A.",3," ","Tak"
"761","Guittard","Complexite",387,2009,70,"U.S.A.",3.5," ","Tak"
"762","Guittard","Machu Pichu",259,2008,65,"U.S.A.",3,"Peru","Nie"
"763","Guittard","Special Maker Reserve",276,2008,64,"U.S.A.",3," ","Nie"
"764","Guittard","Ocumare",276,2008,65,"U.S.A.",3.5,"Venezuela","Nie"
"765","Guittard","Quetzalcoatl",147,2007,72,"U.S.A.",3.5," ","Tak"
"766","Guittard","Chucuri",15,2006,65,"U.S.A.",3,"Colombia","Nie"
"767","Guittard","Sur del Lago",87,2006,65,"U.S.A.",2.5,"Venezuela","Nie"
"768","Guittard","Sambirano, Ambanja",87,2006,65,"U.S.A.",3.5,"Madagascar","Nie"
"769","Guittard","Los Rios, Quevedo",93,2006,65,"U.S.A.",3.5,"Ecuador","Nie"
"770","Guittard","Tsaranta",93,2006,61,"U.S.A.",3.5," ","Nie"
"771","Guittard","Semisweet",99,2006,61,"U.S.A.",3," ","Nie"
"772","Habitual","Papua New Guinea",1197,2014,80,"Canada",2.75,"Papua New Guinea","Tak"
"773","Habitual","Campesino w/ nibs",1197,2014,74,"Canada",2.75," ","Tak"
"774","Habitual","Dominican Republic",1197,2014,75,"Canada",3.25,"Dominican Republic","Tak"
"775","Habitual","Trinitario",1197,2014,70,"Canada",3.5," ","Tak"
"776","Habitual","Downtown London",1201,2014,65,"Canada",2.75," ","Nie"
"777","Habitual","Africa meets Latina",1201,2014,70,"Canada",3," ","Tak"
"778","Habitual","Amazonas",1201,2014,80,"Canada",3," ","Tak"
"779","Habitual","Sharkey",1201,2014,66,"Canada",3.25,"Hawaii","Nie"
"780","Habitual","one hundred",1205,2014,100,"Canada",2," ","Tak"
"781","Hachez","Arriba",166,2007,77,"Germany",2.5,"Ecuador","Tak"
"782","Hacienda El Castillo","Don Homero- Cerecita Valley",1327,2014,55,"Ecuador",2.75,"Ecuador","Nie"
"783","Hacienda El Castillo","Don Homero- Cerecita Valley",1327,2014,70,"Ecuador",3,"Ecuador","Tak"
"784","Haigh","South America and Africa",701,2011,70,"Australia",3,"South America, Africa","Tak"
"785","Harper Macaw","Vale do Juliana, w/ nibs",1808,2016,85,"U.S.A.",3.25,"Brazil","Tak"
"786","Harper Macaw","Brazil Blend",1696,2015,67,"U.S.A.",3,"Brazil","Nie"
"787","Harper Macaw","Tome Acu E., Amazon Rainforest",1700,2015,77,"U.S.A.",3.5,"Brazil","Tak"
"788","Harper Macaw","Vale do Juliana E., Atlantic Forest",1700,2015,74,"U.S.A.",3.5,"Brazil","Tak"
"789","Heilemann","Peru",1876,2016,64,"Germany",2.75,"Peru","Nie"
"790","Heirloom Cacao Preservation (Brasstown)","Maya Mtn, Moho R., Toledo D., 2015",1748,2016,70,"U.S.A.",3.25,"Belize","Tak"
"791","Heirloom Cacao Preservation (Fruition)","Cota Brus, Terciopelo, 2015",1748,2016,74,"U.S.A.",3.5,"Costa Rica","Tak"
"792","Heirloom Cacao Preservation (Guittard)","Alto Beni, Upper Rio Beni, 2014",1239,2014,67,"U.S.A.",3.5,"Bolivia","Nie"
"793","Heirloom Cacao Preservation (Guittard)","Wild Beni, Lower Rio Beni, Tranquilidad, 2014",1243,2014,67,"U.S.A.",3,"Bolivia","Nie"
"794","Heirloom Cacao Preservation (Guittard)","Los Rios, Hacienda Limon, Orecao, 2014",1243,2014,67,"U.S.A.",3.75,"Ecuador","Nie"
"795","Heirloom Cacao Preservation (Guittard)","Maunawili, O'ahu, Agri Research C., 2014",1243,2014,67,"U.S.A.",3.75,"Hawaii","Nie"
"796","Heirloom Cacao Preservation (Manoa)","Maunawili, O'ahu, Agri Research C., 2015",1744,2016,72,"U.S.A.",3.5,"Hawaii","Tak"
"797","Heirloom Cacao Preservation (Millcreek)","Los Rios, Hacienda Limon, Orecao, 2015",1744,2016,70,"U.S.A.",3.5,"Ecuador","Tak"
"798","Heirloom Cacao Preservation (Mindo)","Pinchincha, Mindo, Coop Nueva Esper., 2015",1748,2016,77,"U.S.A.",3.5,"Ecuador","Tak"
"799","Heirloom Cacao Preservation (Zokoko)","Alto Beni, Upper Rio Beni, 2015",1744,2016,68,"U.S.A.",3.75,"Bolivia","Nie"
"800","Heirloom Cacao Preservation (Zokoko)","Wild Beni, Lower Rio Beni, Tranquilidad, 2015",1744,2016,72,"U.S.A.",4,"Bolivia","Tak"
"801","hello cocoa","Uganda",1458,2015,57,"U.S.A.",2.75,"Uganda","Nie"
"802","hello cocoa","Venezuela",1462,2015,74,"U.S.A.",3.5,"Venezuela","Tak"
"803","hexx","Tanzania",1546,2015,70,"U.S.A.",2.75,"Tanzania","Tak"
"804","hexx","Madagascar",1546,2015,74,"U.S.A.",3,"Madagascar","Tak"
"805","hexx","Venezuela",1546,2015,70,"U.S.A.",3,"Venezuela","Tak"
"806","hexx","Ecuador",1550,2015,73,"U.S.A.",3.25,"Ecuador","Tak"
"807","hexx","Peru",1550,2015,70,"U.S.A.",3.25,"Peru","Tak"
"808","Hogarth","Akesson's Estate",1712,2016,70,"New Zealand",2.75,"Madagascar","Tak"
"809","Hogarth","Carenero Superior",1712,2016,72,"New Zealand",2.75,"Venezuela","Tak"
"810","Hogarth","Conacado",1712,2016,75,"New Zealand",3.25,"Domincan Republic","Tak"
"811","Hogarth","Gran Blanco",1712,2016,66,"New Zealand",3.5,"Peru","Nie"
"812","Hoja Verde (Tulicorp)","Arriba",414,2009,80,"Ecuador",2,"Ecuador","Tak"
"813","Hoja Verde (Tulicorp)","Manabi",414,2009,80,"Ecuador",2.5,"Ecuador","Tak"
"814","Hoja Verde (Tulicorp)","Arriba",414,2009,72,"Ecuador",3,"Ecuador","Tak"
"815","Hoja Verde (Tulicorp)","Arriba",414,2009,58,"Ecuador",3.25,"Ecuador","Nie"
"816","Hoja Verde (Tulicorp)","Manabi",414,2009,58,"Ecuador",3.5,"Ecuador","Nie"
"817","Holy Cacao","Maranon",1872,2016,70,"Israel",2.75,"Peru","Tak"
"818","Holy Cacao","Camino Verde P., Balao, Guayas",1466,2015,70,"Israel",3.5,"Ecuador","Tak"
"819","Holy Cacao","Sambirano",1466,2015,70,"Israel",3.5,"Madagascar","Tak"
"820","Holy Cacao","Gran Couva",1466,2015,70,"Israel",3.5,"Trinidad","Tak"
"821","Holy Cacao","Mara",1466,2015,70,"Israel",3.5,"Venezuela","Tak"
"822","Holy Cacao","Ivory Coast",431,2009,70,"Israel",2.5,"Ivory Coast","Tak"
"823","Holy Cacao","Hispaniola",431,2009,70,"Israel",2.75,"Dominican Republic","Tak"
"824","Holy Cacao","San Martin",431,2009,70,"Israel",3.5,"Peru","Tak"
"825","Holy Cacao","Hispaniola w/ nibs",431,2009,75,"Israel",3.75,"Dominican Republic","Tak"
"826","Honest","Ecuador, w/ nibs",1327,2014,72,"South Africa",2.5,"Ecuador","Tak"
"827","Hotel Chocolat","Pepiniere, single Cote",1654,2015,70,"U.K.",2.75,"St. Lucia","Tak"
"828","Hotel Chocolat","Marcial, single Cote, 2012",1030,2013,70,"U.K.",4,"St. Lucia","Tak"
"829","Hotel Chocolat","Island Growers, 2012, 120hr c.",1113,2013,100,"U.K.",1.75,"St. Lucia","Tak"
"830","Hotel Chocolat (Coppeneur)","Trinidad",1038,2013,75,"U.K.",3,"Trinidad","Tak"
"831","Hotel Chocolat (Coppeneur)","Mekong Delta & Dong Nai",1038,2013,80,"U.K.",3.5,"Vietnam","Tak"
"832","Hotel Chocolat (Coppeneur)","Los Rios, H. Iara",1065,2013,90,"U.K.",3,"Ecuador","Tak"
"833","Hotel Chocolat (Coppeneur)","Somia Plantation, Akesson, 2012",1065,2013,72,"U.K.",3,"Madagascar","Tak"
"834","Hotel Chocolat (Coppeneur)","Los Rios, H. Iara, 2012",1065,2013,82,"U.K.",3.5,"Ecuador","Tak"
"835","Hotel Chocolat (Coppeneur)","Chanchamayo, Pichanadi, 2012, 60hr c.",1109,2013,100,"U.K.",2.75,"Peru","Tak"
"836","Hotel Chocolat (Coppeneur)","Los Rios, H. Iara, 2012, 120hr c.",1113,2013,100,"U.K.",2.5,"Ecuador","Tak"
"837","Hotel Chocolat (Coppeneur)","Conacado, 2012, 120hr c.",1113,2013,100,"U.K.",2.75,"Dominican Republic","Tak"
"838","Hotel Chocolat (Coppeneur)","Sambirano",809,2012,66,"U.K.",3.5,"Madagascar","Nie"
"839","Hotel Chocolat (Coppeneur)","Los Rios, H. Iara, 96hr c.",623,2011,80,"U.K.",3,"Ecuador","Tak"
"840","Hotel Chocolat (Coppeneur)","Island Growers, 120hr c.",623,2011,65,"U.K.",3,"St. Lucia","Nie"
"841","Hotel Chocolat (Coppeneur)","Island Growers, 96hr c.",623,2011,65,"U.K.",3.25,"St. Lucia","Nie"
